x,y
154388.464833485,509687.861349738
154386.017949011,509690.845073343
154386.006791542,509690.86026075
154384.214839123,509693.859171762
154383.017904157,509695.459287211
154381.049363028,509696.858082774
154380.017859302,509697.352682071
154378.091941941,509699.856993786
154377.017814447,509700.675067387
154374.017769592,509702.707837802
154373.571343426,509702.855904798
154371.017724738,509704.159387766
154369.134687487,509705.85481581
154368.017679883,509707.132350421
154365.017635028,509708.514275448
154364.723118024,509708.853726822
154363.504550368,509711.852637834
154362.017590173,509714.048757768
154360.725655304,509714.851548846
154359.017545318,509715.587892784
154356.210199523,509717.850459858
154356.017500464,509718.043086089
154353.017455609,509720.275648197
154352.594422547,509720.84937087
154351.32457868,509723.848281882
154350.017410754,509725.223728186
154347.078602423,509726.847192894
154347.017365899,509726.874350941
154344.184154456,509729.846103906
154344.017321044,509730.007459671
154341.01727619,509732.834865987
154341.005820393,509732.845014918
154338.017231335,509735.570161111
154337.672795703,509735.84392593
154335.01718648,509738.599981206
154334.723780585,509738.842836942
154332.017141625,509741.527799428
154331.695713462,509741.841747954
154329.702829731,509744.840658966
154329.017096771,509745.252973951
154326.017051916,509747.231378343
154325.629874544,509747.839569978
154323.197685442,509750.83848099
154323.017007061,509750.982969088
154320.016962206,509751.771141521
154317.802985007,509753.837392002
154317.016917351,509754.574270134
154315.566348062,509756.836303014
154314.079864256,509759.835214026
154314.016872497,509760.134527407
154312.984698975,509762.834125038
154311.016827642,509764.511452599
154308.945872152,509765.83303605
154308.016782787,509766.72437548
154305.016737932,509768.641026172
154304.737827419,509768.831947062
154302.016693078,509770.790423457
154301.02677512,509771.830858074
154299.016648223,509773.873529632
154298.075644006,509774.829769086
154296.016603368,509776.752207138
154295.082042328,509777.828680098
154293.761355456,509780.82759111
154293.016558513,509783.222598731
154292.639544024,509783.826502122
154290.016513658,509785.854008927
154287.016468804,509786.066125497
154286.232391675,509786.825413134
154284.361446778,509789.824324146
154284.016423949,509790.17811701
154281.965682255,509792.823235158
154281.016379094,509793.926659016
154278.600475057,509795.82214617
154278.016334239,509796.302812039
154275.016289384,509798.372436321
154274.626356671,509798.821057182
154272.01624453,509801.250929876
154271.041444497,509801.819968194
154269.016199675,509803.27417164
154267.806099981,509804.818879206
154266.01615482,509807.136408195
154265.000946851,509807.817790218
154263.016109965,509809.338204656
154261.744398621,509810.81670123
154260.016065111,509812.941549312
154259.131504363,509813.815612242
154257.016020256,509816.490066176
154256.693809697,509816.814523254
154254.015975401,509819.180488607
154253.35284251,509819.813434266
154251.015930546,509822.47291326
154250.700624509,509822.812345278
154248.015885691,509824.832352751
154246.522894687,509825.81125629
154245.015840837,509827.061535635
154243.717123413,509828.810167302
154242.015795982,509831.420520353
154241.725952469,509831.809078314
154239.015751127,509834.370212869
154238.635924684,509834.807989326
154236.015706272,509837.701482221
154235.850604034,509837.806900338
154233.015661418,509839.738365635
154230.982203545,509840.80581135
154230.015616563,509841.415373913
154227.592844362,509843.804722362
154227.015571708,509844.38177684
154226.118474652,509846.803633374
154224.847209998,509849.802544386
154224.015526853,509851.234902817
154222.088519033,509852.801455398
154221.669936401,509855.80036641
154221.015481998,509856.450182741
154218.827060472,509858.799277422
154218.015437144,509859.813423297
154216.200108637,509861.798188434
154215.015392289,509862.999620313
154212.195552666,509864.797099446
154212.015347434,509864.892593816
154209.015302579,509867.670949213
154208.908161766,509867.796010458
154206.015257724,509870.435138573
154205.607876971,509870.79492147
154203.01521287,509873.073600423
154202.318276393,509873.793832482
154200.015168015,509876.139922494
154199.397401151,509876.792743494
154197.163817996,509879.791654506
154197.01512316,509879.985016242
154194.015078305,509882.303387625
154193.133927654,509882.790565518
154191.015033451,509884.148317744
154189.53970184,509885.78947653
154188.014988596,509888.769095431
154187.998252392,509888.788387542
154185.014943741,509891.204331983
154184.347236886,509891.787298554
