x,y
154182.014898886,509893.761169525
154181.031694821,509894.786209566
154179.014854031,509897.343921364
154178.717652787,509897.785120578
154176.196255755,509900.78403159
154176.014809177,509900.989393479
154173.014764322,509902.624474686
154171.168052462,509903.782942602
154170.014719467,509904.833359827
154168.584577433,509906.781853614
154167.014674612,509909.037736275
154166.299309298,509909.780764626
154164.014629758,509912.17247733
154163.493390975,509912.779675638
154161.014584903,509915.737132374
154160.98162161,509915.77858665
154158.014540048,509918.392653233
154157.486298046,509918.777497662
154155.014495193,509921.248366317
154154.625105384,509921.776408674
154153.63512833,509924.775319686
154152.014450338,509926.560391818
154149.014405484,509927.111470638
154148.222851959,509927.774230698
154146.014360629,509929.981887346
154145.318645428,509930.77314171
154143.432137077,509933.772052722
154143.014315774,509934.590262242
154141.297243772,509936.770963734
154140.014270919,509938.021187605
154139.068194803,509939.769874746
154137.200642779,509942.768785758
154137.014226065,509943.02777549
154134.303894031,509945.76769677
154134.01418121,509947.761504752
154133.894808822,509948.766607782
154131.014136355,509951.755369863
154131.005247417,509951.765518794
154128.0140915,509954.636419693
154127.870597364,509954.764429806
154125.686018529,509957.763340818
154125.014046645,509958.503601522
154122.014001791,509960.568255336
154121.858745918,509960.76225183
154119.444880501,509963.761162842
154119.013956936,509964.222152312
154116.475075844,509966.760073854
154116.013912081,509967.445545237
154114.32944286,509969.758984866
154113.013867226,509971.108221112
154110.013822371,509972.678928347
154109.878842583,509972.757895878
154107.013777517,509974.367301821
154104.905409093,509975.75680689
154104.013732662,509976.660273367
154102.282570864,509978.755717902
154101.013687807,509980.808225334
154100.200064771,509981.754628914
154098.013642952,509982.945081016
154095.727898051,509984.753539926
154095.013598098,509985.362758109
154092.458941295,509987.752450938
154092.013553243,509988.265585559
154089.013508388,509990.509285525
154088.730277179,509990.75136195
154086.013463533,509992.812850294
154085.105647366,509993.750272962
154083.013418678,509996.489269326
154082.670086698,509996.749183974
154080.013373824,509999.48033891
154079.725917201,509999.748094986
154077.013328969,510001.616566956
154076.027445404,510002.747005998
154074.013284114,510004.775265067
154073.267827643,510005.74591701
154071.526026496,510008.744828022
154071.013239259,510009.933905361
154069.786759342,510011.743739034
154068.013194404,510013.638902223
154066.678994883,510014.742650046
154065.01314955,510016.595340288
154063.721024288,510017.741561058
154062.013104695,510019.308511273
154060.618802665,510020.74047207
154059.852362659,510023.739383082
154059.01305984,510024.837691647
154057.654973386,510026.738294094
154056.013014985,510028.667805723
154053.012970131,510028.967023025
154052.563316871,510029.737205106
154050.824398407,510032.736116118
154050.012925276,510033.595254772
154047.285883406,510035.73502713
154047.012880421,510036.942401987
154046.731246861,510038.733938142
154044.012835566,510041.304436435
154043.692486808,510041.732849154
154041.72841918,510044.731760166
154041.012790711,510045.554230558
154039.055347101,510047.730671178
154038.012745857,510048.681456682
154036.024877099,510050.72958219
154035.012701002,510052.452563947
154033.868903466,510053.728493202
154032.012656147,510055.685712776
154029.869776365,510056.727404214
154029.012611292,510057.230178692
154026.575944506,510059.726315226
154026.012566438,510060.303443205
154024.356371284,510062.725226238
154023.012521583,510064.38796398
154021.156744574,510065.72413725
154020.012476728,510066.397366022
154017.012431873,510068.637368491
154016.919266477,510068.723048262
154014.070718268,510071.721959274
154014.012387018,510071.77123055
154011.012342164,510073.48938735
154008.860651173,510074.720870286
154008.012297309,510075.65884654
154005.012252454,510076.821359115
154003.565807478,510077.719781298
154002.012207599,510078.627478209
153999.012162745,510080.451648676
153998.556802631,510080.71869231
153996.01211789,510082.591894143
153994.831652034,510083.717603322
153993.012073035,510085.888845422
153990.01202818,510086.625406369
153989.922902194,510086.716514334
153987.041432949,510089.715425346
153987.011983325,510089.752506527
153984.049033672,510092.714336358
153984.011938471,510092.757667172
153981.011893616,510095.546797224
153980.790346554,510095.71324737
153978.011848761,510097.447315289
153976.804042023,510098.712158382
153975.011803906,510101.092890061
153974.718353139,510101.711069394
153973.148333909,510104.709980406
153972.011759051,510106.012079472
153969.011714197,510107.168891334
153968.267201916,510107.708891418
153966.011669342,510109.765792652
153965.20189761,510110.70780243
153963.684655376,510113.706713442
153963.011624487,510114.547684181
153961.663961768,510116.705624454
153960.011579632,510118.15615274
153957.489705703,510119.704535466
153957.011534778,510120.126701958
153955.027560321,510122.703446478
153954.011489923,510123.77322269
153952.219473159,510125.70235749
153951.011445068,510126.972750685
153948.579358669,510128.701268502
153948.54221372,510131.700179514
153948.011400213,510132.503468598
153946.505261725,510134.699090526
153945.011355358,510136.236354027
153942.011310504,510136.697465061
153940.273458473,510137.698001538
153939.011265649,510138.946003046
153937.876444703,510140.69691255
153936.011220794,510142.450301198
153933.203086699,510143.695823562
153933.011175939,510143.783858914
153930.700586025,510146.694734574
153930.011131085,510147.51287503
153927.01108623,510149.286807057
153926.523397126,510149.693645586
153924.208707385,510152.692556598
153924.011041375,510153.12913925
153922.507431237,510155.69146761
153921.01099652,510157.577105629
153918.010951665,510158.622083703
153917.918517724,510158.690378622
153915.010906811,510161.540996258
153914.806105805,510161.689289634
153912.010861956,510163.56871328
153911.246044959,510164.688200646
153909.130916778,510167.687111658
153909.010817101,510167.859157961
153906.981735013,510170.68602267
153906.010772246,510171.656618469
153903.350420101,510173.684933682
153903.010727392,510173.969661542
153900.010682537,510176.149532211
153899.30065581,510176.683844694
153897.010637682,510178.387991676
153895.955680018,510179.682755706
153894.010592827,510181.820575482
153892.941797918,510182.681666718
153891.010547972,510183.979360621
153888.122179583,510185.68057773
153888.010503118,510185.784867641
153885.010458263,510188.670603163
153884.99214857,510188.679488742
153882.010413408,510190.943976951
153881.202242913,510191.678399754
153879.010368553,510193.441310324
153876.063171656,510194.677310766
153876.010323698,510194.733201236
153875.187873375,510197.676221778
153873.387594635,510200.67513279
153873.010278844,510201.193745894
153870.010233989,510203.625305861
153869.961477621,510203.674043802
153867.010189134,510206.267090693
153865.953431146,510206.672954814
153864.010144279,510207.492644526
153861.010099425,510209.056758009
153860.441691789,510209.671865826
153858.01005457,510211.820365942
153856.262780884,510212.670776838
153855.010009715,510213.37553309
153852.00996486,510215.584370645
153851.896804898,510215.66968785
153849.009920005,510217.912793886
153846.670125832,510218.668598862
153846.009875151,510218.936951009
153843.009830296,510220.694369228
153840.879677814,510221.667509874
153840.009785441,510222.375783353
153838.431194012,510224.666420886
153837.009740586,510225.938883269
153834.009695731,510227.240139752
153833.293595278,510227.665331898
153831.009650877,510230.136063579
153830.491910335,510230.66424291
153828.009606022,510231.961518571
153825.009561167,510233.136901515
153824.015153032,510233.663153922
153822.009516312,510236.529942994
153821.695240895,510236.662064934
153819.009471458,510237.245707157
153816.009426603,510238.104052653
153813.009381748,510239.193473593
153812.038593253,510239.660975946
153810.009336893,510240.790767356
153807.387154454,510242.659886958
153807.009292038,510242.995858639
153804.009247184,510243.488492327
153801.009202329,510244.506071825
153798.99330416,510245.65879797
153798.009157474,510246.396628919
153795.009112619,510247.216676803
153792.009067765,510247.642446748
153789.00902291,510248.309813314
153788.350340567,510248.657708982
153786.008978055,510249.77186615
153784.566066095,510251.656619994
153783.0089332,510254.163024161
153782.133800048,510254.655531006
153780.008888345,510255.981939279
153777.008843491,510256.609944365
153774.008798636,510256.688662705
153771.008753781,510256.914142142
153768.325493586,510257.654442018
153768.008708926,510257.749030238
153765.008664072,510258.43353294
153762.008619217,510258.915507622
153759.008574362,510258.944139146
153756.008529507,510258.328607665
153753.153190542,510257.654442018
153753.008484652,510257.617682472
153750.008439798,510257.254815596
153747.008394943,510256.796014195
153744.008350088,510256.125496527
153741.008305233,510255.807765117
153738.008260378,510255.196439618
153735.008215524,510256.127532709
153734.360694025,510257.654442018
153734.180791692,510260.65335303
153733.898569621,510263.652264042
153732.203883395,510266.651175054
153732.249531275,510269.650086066
153733.230882015,510272.648997078
153734.549226767,510275.64790809
153734.449410503,510278.646819102
153733.525570841,510281.645730114
153733.463623738,510284.644641126
153734.997816329,510287.643552138
153735.008215524,510287.674143911
153735.860104639,510290.64246315
153735.951490534,510293.641374161
153735.792734823,510296.640285174
153736.296648935,510299.639196185
153737.039790206,510302.638107198
153737.091168354,510305.63701821
153737.340189674,510308.635929221
153738.008260378,510310.149650762
153738.485823228,510311.634840234
153739.427758132,510314.633751245
153741.008305233,510315.855682778
153743.263700378,510317.632662257
153743.824247597,510320.631573269
153744.008350088,510321.268955724
153745.027921226,510323.630484281
153747.008394943,510325.569390108
153747.811983818,510326.629395294
153748.97546179,510329.628306305
153750.008439798,510331.379215809
153750.769099075,510332.627217317
153891.010547972,510255.090330687
153893.252286412,510254.655531006
153894.010592827,510253.834342966
153894.425554065,510251.656619994
153894.643050824,510248.657708982
153895.917730871,510245.65879797
153897.010637682,510244.748386224
153897.306017931,510245.65879797
153900.010682537,510246.734440655
153903.010727392,510247.620482646
153905.582182904,510245.65879797
153906.010772246,510243.173919915
153906.617069237,510245.65879797
153908.381364859,510248.657708982
153908.384485115,510251.656619994
153909.010817101,510252.108799622
153912.010861956,510254.306438926
153913.414237781,510251.656619994
153913.345371233,510248.657708982
153912.804040576,510245.65879797
153912.653698013,510242.659886958
153915.010906811,510241.258832809
153917.699227072,510239.660975946
153918.010951665,510239.171308623
153919.222769574,510236.662064934
153918.010951665,510235.407442254
153915.010906811,510234.210612331
153914.658836173,510233.663153922
153914.400981253,510230.66424291
153915.010906811,510230.07712954
153918.010951665,510230.616632496
153921.01099652,510229.347084808
153924.011041375,510230.378603543
153927.01108623,510228.879147815
153930.011131085,510230.49945879
153930.135966222,510230.66424291
153931.844801976,510233.663153922
153933.011175939,510234.298386448
153933.731047353,510233.663153922
153935.499803053,510230.66424291
153934.365332127,510227.665331898
153936.011220794,510225.334537494
153936.296210676,510224.666420886
153936.730059564,510221.667509874
153936.011220794,510220.715192054
153933.202436374,510218.668598862
153933.65092739,510215.66968785
153934.768337405,510212.670776838
153936.011220794,510210.867273415
153936.825982384,510209.671865826
153939.011265649,510206.79091477
153939.051574132,510206.672954814
153939.028267506,510203.674043802
153939.011265649,510203.633639568
153936.737929926,510200.67513279
153936.011220794,510199.356080514
153933.011175939,510199.08705137
153930.011131085,510199.563939525
153928.034930141,510200.67513279
153928.280954951,510203.674043802
153929.547821999,510206.672954814
153930.011131085,510207.225727469
153931.0195101,510206.672954814
153933.011175939,510205.885849793
153933.548609373,510206.672954814
153933.011175939,510207.256498012
153931.064727733,510209.671865826
153930.011131085,510211.83844596
153929.333396117,510212.670776838
153927.01108623,510214.334469486
153925.42601786,510212.670776838
153925.177415338,510209.671865826
153924.828314077,510206.672954814
153925.237649032,510203.674043802
153926.684905785,510200.67513279
153926.24039209,510197.676221778
153927.01108623,510196.135416053
153930.011131085,510195.899546068
153933.011175939,510195.897349707
153935.966073097,510194.677310766
153936.011220794,510194.659066478
153939.011265649,510192.667828203
153939.966937123,510191.678399754
153941.539100922,510188.679488742
153942.011310504,510186.88791594
153942.943643299,510185.68057773
153945.011355358,510184.371521722
153947.013255924,510182.681666718
153948.011400213,510181.670596132
153951.011445068,510180.157895196
153953.916178025,510179.682755706
153954.011489923,510179.654172979
153957.011534778,510177.878887651
153960.011579632,510178.579249775
153963.011624487,510178.36174994
153963.377851265,510176.683844694
153964.062154591,510173.684933682
153965.440223045,510170.68602267
153966.011669342,510170.073990256
153969.011714197,510169.120077239
153970.420924864,510167.687111658
153972.011759051,510166.197845735
153975.011803906,510166.444698006
153977.239191861,510164.688200646
153978.011848761,510164.175696843
153981.011893616,510161.997442634
153981.302329358,510161.689289634
153983.825224636,510158.690378622
153984.011938471,510158.135938215
153984.656461126,510155.69146761
153984.7882178,510152.692556598
153987.011983325,510150.510796735
153990.01202818,510150.039252782
153990.773931991,510149.693645586
153993.012073035,510146.884019133
153993.079364884,510146.694734574
153993.012073035,510146.068639305
153992.680263765,510143.695823562
153993.012073035,510142.994764548
153995.821619599,510140.69691255
153996.01211789,510140.58265675
153999.012162745,510139.740303248
154001.173676043,510137.698001538
154002.012207599,510136.859786898
154005.012252454,510135.615002352
154005.829836528,510134.699090526
154006.520203108,510131.700179514
154005.64250115,510128.701268502
154007.488132456,510125.70235749
154008.012297309,510124.835317186
154010.223962435,510122.703446478
154011.012342164,510121.895413307
154012.492211999,510119.704535466
154014.007848364,510116.705624454
154014.012387018,510116.693714988
154017.012431873,510115.259713763
154020.012476728,510115.542777842
154023.012521583,510114.441892001
154024.293639474,510113.706713442
154025.493389494,510110.70780243
154026.012566438,510107.806228895
154026.125315573,510107.708891418
154029.012611292,510107.023417625
154032.012656147,510106.650697274
154034.270157235,510104.709980406
154035.012701002,510103.114114489
154035.7817834,510101.711069394
154037.84278071,510098.712158382
154038.012745857,510098.582497133
154041.012790711,510097.237037245
154043.32562134,510095.71324737
154044.012835566,510094.7866574
154045.304770435,510092.714336358
154047.012880421,510090.92926005
154049.776444605,510089.715425346
154050.012925276,510089.417366665
154050.727213754,510086.716514334
154051.932179629,510083.717603322
154053.012970131,510083.177412309
154056.013014985,510081.690860368
154057.246474764,510080.71869231
154059.01305984,510079.241087789
154059.922476944,510077.719781298
154060.991602006,510074.720870286
154061.63624018,510071.721959274
154062.013104695,510071.284961609
154065.01314955,510070.492240897
154067.705333242,510068.723048262
154068.013194404,510067.042287915
154071.013239259,510067.139201097
154074.013284114,510067.002783316
154077.013328969,510067.4490662
154079.441924596,510065.72413725
154080.013373824,510063.52080812
154080.117507963,510062.725226238
154082.89285927,510059.726315226
154083.013418678,510059.698571031
154085.902568006,510056.727404214
154086.013463533,510056.573500641
154089.013508388,510055.755080452
154092.013553243,510056.139696738
154095.013598098,510055.306063802
154098.013642952,510054.187308487
154100.046307741,510053.728493202
154101.013687807,510053.277219743
154103.091351214,510050.72958219
154104.013732662,510048.373275881
154104.292558149,510047.730671178
154106.403676452,510044.731760166
154107.013777517,510043.921775927
154110.013822371,510041.975121183
154113.013867226,510042.883446778
154116.013912081,510043.344141791
154119.013956936,510041.777547675
154119.048702028,510041.732849154
154119.63091308,510038.733938142
154119.013956936,510037.749345326
154116.013912081,510036.513256615
154114.765984269,510035.73502713
154114.41120265,510032.736116118
154115.406443543,510029.737205106
154116.013912081,510028.739598339
154117.744088214,510026.738294094
154119.013956936,510025.290118152
154120.149460336,510023.739383082
154122.014001791,510021.637148599
154125.014046645,510021.279945904
154125.402614619,510020.74047207
154127.762998729,510017.741561058
154128.0140915,510016.965036575
154128.445262753,510014.742650046
154129.897713253,510011.743739034
154131.014136355,510009.757011751
154131.645256508,510008.744828022
154134.01418121,510006.064732947
154135.017664185,510005.74591701
154137.014226065,510005.05828586
154140.014270919,510004.543423685
154141.249775143,510002.747005998
154143.014315774,510000.090819487
154143.761561921,509999.748094986
154146.014360629,509999.205959625
154149.014405484,509997.471896981
154149.634878782,509996.749183974
154152.014450338,509994.178683312
154152.598439011,509993.750272962
154155.014495193,509992.146053844
154156.13230239,509990.75136195
154158.014540048,509988.702056311
154159.135926578,509987.752450938
154161.014584903,509986.509828415
154164.014629758,509985.055946225
154164.343772208,509984.753539926
154166.567184054,509981.754628914
154167.014674612,509981.186070788
154170.014719467,509981.424836208
154173.014764322,509981.39285052
154176.014809177,509979.971144626
154177.267821843,509978.755717902
154179.014854031,509977.532323537
154182.014898886,509976.717945586
154185.014943741,509975.861935441
154185.305493487,509975.75680689
154187.879947775,509972.757895878
154188.014988596,509972.598956297
154191.015033451,509971.949862707
154194.015078305,509970.940991757
154196.351832274,509969.758984866
154197.01512316,509969.465851301
154200.015168015,509969.02057173
154203.01521287,509968.395035167
154203.88633663,509966.760073854
154203.750995379,509963.761162842
154206.015257724,509961.731282287
154244.783307408,509891.787298554
154245.015840837,509891.322407465
154247.663484336,509888.788387542
154245.260711004,509885.78947653
154245.015840837,509884.932755998
154244.794150807,509882.790565518
154245.015840837,509882.621444982
154246.623092392,509882.790565518
154248.015885691,509883.274832611
154251.015930546,509885.051636363
154254.015975401,509884.367904819
154255.213030023,509882.790565518
154257.016020256,509880.450253977
154260.016065111,509880.807514351
154262.048553107,509879.791654506
154263.016109965,509878.671748865
154264.261967985,509876.792743494
154263.945547705,509873.793832482
154264.228524927,509870.79492147
154266.01615482,509868.882125578
154267.897699472,509867.796010458
154269.016199675,509867.079742025
154270.798448235,509864.797099446
154272.01624453,509862.627065703
154273.378485808,509861.798188434
154275.016289384,509861.392514237
154278.016334239,509861.489622984
154281.016379094,509860.337674825
154283.200736214,509858.799277422
154284.016423949,509858.10358675
154287.016468804,509857.942439335
154290.016513658,509856.285269332
154290.575283896,509855.80036641
154290.016513658,509854.724118655
154289.476383452,509852.801455398
154289.998816864,509849.802544386
154290.016513658,509849.664814313
154291.398296194,509846.803633374
154293.016558513,509844.963951908
154294.111800067,509843.804722362
154296.005605857,509840.80581135
154296.016603368,509840.796879251
154299.016648223,509839.249978288
154302.016693078,509838.946297042
154305.016737932,509838.255469153
154305.594658649,509837.806900338
154308.016782787,509836.124797231
154308.868102776,509834.807989326
154310.265157603,509831.809078314
154311.016827642,509830.556768635
154314.016872497,509830.089983358
154315.250332275,509828.810167302
154315.819727317,509825.81125629
154317.016917351,509823.314613907
154317.472270462,509822.812345278
154320.016962206,509820.418246907
154321.071905749,509819.813434266
154323.017007061,509819.159724749
154326.017051916,509818.788290214
154327.574414383,509816.814523254
154329.017096771,509814.009270419
154329.172507678,509813.815612242
154330.504864435,509810.81670123
154329.017096771,509808.214091825
154328.906201243,509807.817790218
154329.017096771,509807.411327051
154331.906915922,509804.818879206
154332.017141625,509804.795506823
154332.045718669,509804.818879206
154333.09182003,509807.817790218
154333.065254549,509810.81670123
154335.01718648,509812.003873738
154336.894759231,509810.81670123
154338.017231335,509809.626650359
154339.269992595,509807.817790218
154340.377752417,509804.818879206
154341.001958232,509801.819968194
154341.01727619,509801.809637091
154341.03478243,509801.819968194
154344.017321044,509804.382935588
154347.017365899,509802.905277358
154347.717830136,509801.819968194
154349.656466585,509798.821057182
154350.017410754,509798.619429256
154352.282734884,509795.82214617
154353.017455609,509794.67967927
154353.312413998,509792.823235158
154355.668276398,509789.824324146
154356.017500464,509789.499307344
154359.017545318,509788.379210096
154359.955777352,509786.825413134
154361.277309055,509783.826502122
154362.017590173,509783.419501457
154364.69989032,509780.82759111
154365.017635028,509780.530458366
154368.017679883,509778.31358302
154368.778763516,509777.828680098
154371.017724738,509776.120645136
154374.017769592,509777.313610626
154377.017814447,509774.847179041
154377.034816304,509774.829769086
154380.017859302,509772.025878019
154380.180235406,509771.830858074
154380.87104034,509768.831947062
154380.766043233,509765.83303605
154383.017904157,509764.13034927
154383.827053795,509762.834125038
154383.63013413,509759.835214026
154386.017949011,509759.233110099
154389.017993866,509759.458491945
154392.018038721,509757.446322485
154392.797802803,509756.836303014
154395.018083576,509755.060749889
154395.689692311,509753.837392002
154397.04095752,509750.83848099
154395.727442381,509747.839569978
154397.002501399,509744.840658966
154398.018128431,509743.311368493
154401.018173285,509744.247701609
154404.01821814,509744.709268904
154405.397355307,509741.841747954
154405.877342666,509738.842836942
154407.018262995,509736.241096238
154409.261954073,509735.84392593
154410.01830785,509735.699508388
154413.018352704,509734.828409296
154416.018397559,509734.497465481
154416.886262165,509732.845014918
154418.293743606,509729.846103906
154419.018442414,509729.328657539
154422.018487269,509727.587600046
154422.320005934,509726.847192894
154422.605072689,509723.848281882
154422.018487269,509721.698281624
154421.654530784,509720.84937087
154422.018487269,509720.121733117
154423.252489998,509717.850459858
154425.018532124,509715.802625064
154425.942256252,509714.851548846
154428.018576978,509713.055076681
154429.853760699,509711.852637834
154431.018621833,509711.131805825
154433.702233947,509708.853726822
154434.018666688,509708.569310842
154437.018711543,509706.431982459
154437.884788787,509705.85481581
154440.018756397,509704.279558344
154441.587781244,509702.855904798
154443.018801252,509700.915714619
154446.018846107,509699.982836663
154449.018890962,509701.732822137
154452.018935817,509701.42627033
154453.249007042,509699.856993786
154454.822925398,509696.858082774
154454.945413648,509693.859171762
154454.600135277,509690.86026075
154455.018980671,509690.545350817
154458.019025526,509690.556414827
154461.019070381,509689.954177971
154462.00363739,509687.861349738
154462.925998495,509684.862438726
154464.019115236,509682.257511296
154464.668274781,509681.863527714
154467.019160091,509680.232917791
154468.963278662,509678.864616702
154470.019204945,509678.272491642
154473.0192498,509677.614099263
154474.436367108,509675.86570569
154473.860625534,509672.866794678
154474.84447934,509669.867883666
154476.019294655,509668.146822398
154476.861832161,509666.868972654
154479.01933951,509664.912386223
154480.793790164,509663.870061642
154480.214399158,509660.87115063
154479.01933951,509659.520724465
154478.376467032,509657.872239618
154479.01933951,509657.15004624
154482.019384364,509656.710567002
154485.019429219,509657.859247475
154488.019474074,509656.504062104
154489.299774009,509654.873328606
154488.789160275,509651.874417594
154490.204167717,509648.875506582
154491.019518929,509648.318560473
154493.027372008,509645.87659557
154494.019563784,509644.470719562
154496.071371703,509642.877684558
154497.019608638,509641.498951879
154500.019653493,509640.277836322
154500.54005694,509639.878773546
154503.019698348,509638.616887786
154506.019743203,509638.028788533
154507.794193857,509636.879862534
154509.019788057,509636.227222628
154512.019832912,509636.698832123
154514.553315899,509633.880951522
154515.019877767,509633.47156857
154518.019922622,509632.242150265
154520.478594475,509630.88204051
154518.558120567,509627.883129498
154518.019922622,509626.230717038
154517.857352805,509624.884218486
154518.019922622,509624.491489829
154521.019967477,509621.943183794
154521.377005998,509621.885307474
154523.09855262,509618.886396462
154524.020012331,509618.1495073
154525.734313444,509615.88748545
154527.020057186,509614.621410565
154529.721078318,509612.888574438
154528.077208103,509609.889663426
154528.801204794,509606.890752414
154530.020102041,509605.993390544
154533.020146896,509606.498947399
154536.020191751,509604.84046431
154536.64540308,509603.891841402
154539.003416883,509600.89293039
154539.020236605,509600.887136597
154542.02028146,509600.197626978
154545.020326315,509598.941251861
154547.377490678,509597.894019378
154548.02037117,509597.404390755
154551.020416024,509595.918538563
154554.020460879,509595.663603421
154554.689269879,509594.895108366
154555.796648822,509591.896197354
154556.96087146,509588.897286342
154557.020505734,509588.802073171
154560.020550589,509586.094424202
154560.286556475,509585.89837533
154561.624961297,509582.899464318
154563.020595444,509582.007511012
154566.020640298,509581.037891303
154567.320946612,509579.900553306
154568.310219279,509576.901642294
154567.366631783,509573.902731282
154569.020685153,509572.739880768
154571.273012616,509573.902731282
154572.020730008,509574.114354439
154572.587548132,509573.902731282
154575.020774863,509571.864852268
154575.559738921,509570.90382027
154577.196265828,509567.904909258
154578.020819717,509566.219791476
154578.944930027,509564.905998246
154581.020864572,509563.922223511
154582.847349294,509561.907087234
154584.020909427,509560.841268094
154587.020954282,509560.069782479
154588.488282869,509558.908176222
154590.020999137,509557.169790117
154591.462143625,509555.90926521
154593.021043991,509554.818447242
154596.021088846,509554.264760095
154599.021133701,509553.44076974
154601.249721846,509552.910354198
154602.021178556,509551.975608846
154605.021223411,509552.01968288
154606.035696619,509549.911443186
154605.021223411,509548.678934134
154602.524276692,509546.912532174
154602.977226274,509543.913621162
154605.021223411,509541.146754815
154605.127341064,509540.91471015
154606.209549058,509537.915799138
154607.722941227,509534.916888126
154608.021268265,509534.248363783
154609.834476311,509531.917977114
154611.02131312,509530.501574754
154612.009494593,509528.919066102
154614.021357975,509525.940357207
154614.048474858,509525.92015509
154617.02140283,509524.041974539
154617.881183716,509522.921244078
154620.021447684,509520.580766465
154621.312811795,509519.922333066
154623.021492539,509519.0081735
154626.021537394,509516.965555908
154626.048889914,509516.923422054
154628.108030311,509513.924511042
154629.021582249,509512.56365403
154631.11089066,509510.92560003
154632.021627104,509510.292283537
154635.021671958,509509.451966152
154638.021716813,509509.262665681
154641.021761668,509509.313397491
154642.513691325,509507.926689018
154644.021806523,509506.046691363
154646.184160589,509504.927778006
154647.021851377,509504.701738353
154647.717292742,509504.927778006
154650.021896232,509505.845806811
154653.021941087,509505.758036112
154654.04235809,509504.927778006
154655.372311017,509501.928866994
154656.021985942,509501.184975093
154659.022030797,509499.18907321
154659.418854044,509498.929955982
154662.022075651,509497.047980142
154664.339557663,509495.93104497
154665.022120506,509494.742513992
154665.885859037,509492.932133958
154667.523608793,509489.933222946
154668.022165361,509489.589278713
154670.240682149,509486.934311934
154670.483026303,509483.935400922
154671.022210216,509482.720245946
154672.63112269,509480.93648991
154674.02225507,509480.088219745
154677.022299925,509478.447776964
154678.581828089,509477.937578898
154680.02234478,509477.569926419
154683.022389635,509476.669326629
154685.588806343,509474.938667887
154686.02243449,509474.615470812
154689.022479344,509472.282484016
154689.310191282,509471.939756874
154691.459146131,509468.940845862
154692.022524199,509468.078716538
154693.4534728,509465.941934851
154695.022569054,509463.342086614
154695.5429725,509462.943023838
154697.236859625,509459.944112827
154698.022613909,509459.76627344
154701.022658764,509459.094356574
154703.120610833,509456.945201814
154704.022703618,509454.460374512
154704.204928128,509453.946290803
154706.787714736,509450.947379791
154707.022748473,509450.781850406
154710.022793328,509448.424077162
154711.192439451,509447.948468779
154713.022838183,509446.693812642
154716.022883037,509445.917057899
154717.041689354,509444.949557767
154719.022927892,509442.714153558
154720.308650013,509441.950646754
154722.022972747,509440.890641569
154725.023017602,509439.102676565
154725.35798999,509438.951735743
154728.023062457,509436.882328275
154728.73637582,509435.952824731
154730.175910509,509432.953913719
154731.023107311,509431.956223518
154732.946059464,509429.955002707
154734.023152166,509428.919203811
154736.950406435,509426.956091695
154737.023197021,509426.917137723
154740.023241876,509425.087716105
154742.466122228,509423.957180683
154743.02328673,509423.450859034
154745.766171217,509420.958269671
