ms (since 1970-01-01 00:00:00),YYYYMMDD,HH,DD,FH,FF,FX
1556413200000,20190428,1,200,90,90,110
1556416800000,20190428,2,210,100,100,130
1556420400000,20190428,3,180,80,80,120
1556424000000,20190428,4,200,80,80,110
1556427600000,20190428,5,210,80,80,100
1556431200000,20190428,6,200,80,70,110
1556434800000,20190428,7,190,70,70,90
1556438400000,20190428,8,200,60,60,80
1556442000000,20190428,9,210,50,50,70
1556445600000,20190428,10,210,40,40,60
1556449200000,20190428,11,190,30,20,60
1556452800000,20190428,12,220,30,30,50
1556456400000,20190428,13,990,20,10,40
1556460000000,20190428,14,110,10,20,20
1556463600000,20190428,15,40,20,20,30
1556467200000,20190428,16,40,30,40,50
1556470800000,20190428,17,50,50,60,70
1556474400000,20190428,18,50,70,60,90
1556478000000,20190428,19,60,60,60,80
1556481600000,20190428,20,50,60,60,70
1556485200000,20190428,21,60,50,40,70
1556488800000,20190428,22,60,50,50,70
1556492400000,20190428,23,70,50,60,70
1556496000000,20190428,24,70,60,60,70
1556499600000,20190429,1,70,60,50,70
1556503200000,20190429,2,60,60,60,70
1556506800000,20190429,3,80,50,40,70
1556510400000,20190429,4,60,40,40,60
1556514000000,20190429,5,50,30,30,40
1556517600000,20190429,6,50,30,30,50
1556521200000,20190429,7,30,30,40,50
1556524800000,20190429,8,20,40,40,50
1556528400000,20190429,9,360,40,40,70
1556532000000,20190429,10,350,40,50,70
1556535600000,20190429,11,340,50,60,70
1556539200000,20190429,12,350,50,50,70
1556542800000,20190429,13,340,70,70,90
1556546400000,20190429,14,350,80,80,100
1556550000000,20190429,15,350,80,90,100
1556553600000,20190429,16,360,90,90,110
1556557200000,20190429,17,10,70,70,100
1556560800000,20190429,18,360,80,80,100
1556564400000,20190429,19,10,80,80,100
1556568000000,20190429,20,10,80,80,100
1556571600000,20190429,21,10,80,80,110
1556575200000,20190429,22,10,80,70,100
1556578800000,20190429,23,20,70,70,90
1556582400000,20190429,24,10,70,70,80
1556586000000,20190430,1,20,70,70,80
1556589600000,20190430,2,30,70,70,90
1556593200000,20190430,3,30,70,60,90
1556596800000,20190430,4,20,60,60,80
1556600400000,20190430,5,350,50,40,70
1556604000000,20190430,6,20,60,60,70
1556607600000,20190430,7,30,70,70,90
1556611200000,20190430,8,10,70,70,90
1556614800000,20190430,9,10,60,60,80
1556618400000,20190430,10,10,60,60,70
1556622000000,20190430,11,10,60,50,70
1556625600000,20190430,12,360,60,60,80
1556629200000,20190430,13,10,60,70,70
1556632800000,20190430,14,10,60,60,100
1556636400000,20190430,15,360,60,50,80
1556640000000,20190430,16,360,50,50,70
1556643600000,20190430,17,10,60,60,90
1556647200000,20190430,18,360,60,50,80
1556650800000,20190430,19,30,60,50,80
1556654400000,20190430,20,20,50,40,80
1556658000000,20190430,21,40,40,40,70
1556661600000,20190430,22,360,40,40,70
1556665200000,20190430,23,360,30,30,70
1556668800000,20190430,24,340,30,20,60
1556672400000,20190501,1,350,30,30,70
1556676000000,20190501,2,310,30,50,70
1556679600000,20190501,3,320,50,40,70
1556683200000,20190501,4,310,50,40,70
1556686800000,20190501,5,320,40,40,50
1556690400000,20190501,6,320,40,50,70
1556694000000,20190501,7,340,40,40,70
1556697600000,20190501,8,330,30,20,60
1556701200000,20190501,9,320,20,20,40
1556704800000,20190501,10,250,20,20,40
1556708400000,20190501,11,230,20,20,40
1556712000000,20190501,12,230,20,20,40
1556715600000,20190501,13,230,20,20,40
1556719200000,20190501,14,280,20,10,40
1556722800000,20190501,15,360,10,10,30
1556726400000,20190501,16,270,30,30,50
1556730000000,20190501,17,330,30,50,70
1556733600000,20190501,18,290,40,40,70
1556737200000,20190501,19,300,50,50,70
1556740800000,20190501,20,290,50,50,70
1556744400000,20190501,21,280,50,50,70
1556748000000,20190501,22,270,50,60,70
1556751600000,20190501,23,270,60,60,70
1556755200000,20190501,24,260,70,70,80
1556758800000,20190502,1,290,70,80,90
1556762400000,20190502,2,270,70,70,90
1556766000000,20190502,3,260,70,60,80
1556769600000,20190502,4,270,70,80,100
1556773200000,20190502,5,270,80,70,100
1556776800000,20190502,6,260,70,70,80
1556780400000,20190502,7,250,70,70,80
1556784000000,20190502,8,250,80,80,90
1556787600000,20190502,9,250,80,80,100
1556791200000,20190502,10,270,70,70,90
1556794800000,20190502,11,280,70,60,90
1556798400000,20190502,12,270,60,60,80
1556802000000,20190502,13,270,60,70,80
1556805600000,20190502,14,290,80,90,110
1556809200000,20190502,15,300,90,100,120
1556812800000,20190502,16,300,100,100,130
1556816400000,20190502,17,320,110,120,140
1556820000000,20190502,18,340,100,90,140
1556823600000,20190502,19,330,90,90,120
1556827200000,20190502,20,350,90,90,110
1556830800000,20190502,21,330,80,80,110
1556834400000,20190502,22,340,80,90,110
1556838000000,20190502,23,360,80,80,110
1556841600000,20190502,24,340,90,80,120
1556845200000,20190503,1,350,80,90,120
1556848800000,20190503,2,340,90,80,120
1556852400000,20190503,3,350,80,80,110
1556856000000,20190503,4,340,80,80,120
1556859600000,20190503,5,340,80,80,120
1556863200000,20190503,6,300,70,60,100
1556866800000,20190503,7,300,70,70,90
1556870400000,20190503,8,300,70,60,90
1556874000000,20190503,9,320,60,60,80
1556877600000,20190503,10,330,60,50,80
1556881200000,20190503,11,300,60,60,80
1556884800000,20190503,12,300,60,60,80
1556888400000,20190503,13,280,80,70,110
1556892000000,20190503,14,280,80,100,120
1556895600000,20190503,15,280,90,90,110
1556899200000,20190503,16,280,90,90,130
1556902800000,20190503,17,290,90,100,120
1556906400000,20190503,18,300,90,90,120
1556910000000,20190503,19,320,90,90,120
1556913600000,20190503,20,310,80,70,120
1556917200000,20190503,21,310,80,70,140
1556920800000,20190503,22,340,80,100,130
1556924400000,20190503,23,310,70,80,110
1556928000000,20190503,24,340,90,90,120
1556931600000,20190504,1,310,90,90,120
1556935200000,20190504,2,310,100,80,150
1556938800000,20190504,3,300,90,90,120
1556942400000,20190504,4,340,80,100,130
1556946000000,20190504,5,330,100,110,150
1556949600000,20190504,6,320,100,100,140
1556953200000,20190504,7,340,110,130,180
1556956800000,20190504,8,330,120,120,160
1556960400000,20190504,9,340,120,130,160
1556964000000,20190504,10,330,120,110,170
1556967600000,20190504,11,10,110,110,170
1556971200000,20190504,12,350,110,110,140
1556974800000,20190504,13,350,120,120,150
1556978400000,20190504,14,340,100,100,160
1556982000000,20190504,15,350,100,100,140
1556985600000,20190504,16,360,100,110,130
1556989200000,20190504,17,20,110,100,130
1556992800000,20190504,18,10,90,80,120
1556996400000,20190504,19,10,100,80,160
1557000000000,20190504,20,360,90,90,130
1557003600000,20190504,21,350,90,100,140
1557007200000,20190504,22,340,100,110,140
1557010800000,20190504,23,360,80,40,190
1557014400000,20190504,24,360,60,90,120
1557018000000,20190505,1,20,100,120,150
1557021600000,20190505,2,10,90,100,130
1557025200000,20190505,3,10,100,90,150
1557028800000,20190505,4,340,110,90,210
1557032400000,20190505,5,310,90,90,120
1557036000000,20190505,6,350,110,110,160
1557039600000,20190505,7,350,120,100,160
1557043200000,20190505,8,340,110,100,170
1557046800000,20190505,9,360,70,70,130
1557050400000,20190505,10,20,90,90,130
1557054000000,20190505,11,350,100,100,120
1557057600000,20190505,12,340,90,90,130
1557061200000,20190505,13,10,90,80,120
1557064800000,20190505,14,340,90,90,140
1557068400000,20190505,15,350,90,90,120
1557072000000,20190505,16,330,90,90,110
1557075600000,20190505,17,300,90,80,110
1557079200000,20190505,18,320,80,80,110
1557082800000,20190505,19,300,80,70,100
1557086400000,20190505,20,300,80,70,110
1557090000000,20190505,21,290,70,70,80
1557093600000,20190505,22,290,70,70,100
1557097200000,20190505,23,290,70,60,100
1557100800000,20190505,24,270,70,80,100
1557104400000,20190506,1,290,80,80,100
1557108000000,20190506,2,300,70,80,90
1557111600000,20190506,3,280,70,70,90
1557115200000,20190506,4,270,70,70,90
1557118800000,20190506,5,270,80,80,90
1557122400000,20190506,6,260,80,70,90
1557126000000,20190506,7,270,60,60,80
1557129600000,20190506,8,240,60,60,70
1557133200000,20190506,9,230,60,60,80
1557136800000,20190506,10,230,70,60,90
1557140400000,20190506,11,220,60,60,80
1557144000000,20190506,12,220,80,80,120
1557147600000,20190506,13,250,70,60,110
1557151200000,20190506,14,290,60,90,130
1557154800000,20190506,15,310,70,70,100
1557158400000,20190506,16,320,70,60,100
1557162000000,20190506,17,280,50,70,80
1557165600000,20190506,18,330,60,70,120
1557169200000,20190506,19,340,70,60,90
1557172800000,20190506,20,310,70,60,90
1557176400000,20190506,21,310,50,50,70
1557180000000,20190506,22,300,40,40,70
1557183600000,20190506,23,300,40,40,60
1557187200000,20190506,24,290,40,40,60
1557190800000,20190507,1,290,30,30,40
1557194400000,20190507,2,290,30,30,40
1557198000000,20190507,3,290,20,20,30
1557201600000,20190507,4,320,20,10,30
1557205200000,20190507,5,310,10,20,20
1557208800000,20190507,6,270,20,10,30
1557212400000,20190507,7,210,20,20,30
1557216000000,20190507,8,190,30,40,60
1557219600000,20190507,9,210,40,40,60
1557223200000,20190507,10,210,50,50,60
1557226800000,20190507,11,200,50,60,70
1557230400000,20190507,12,180,40,40,60
1557234000000,20190507,13,250,40,70,100
1557237600000,20190507,14,210,60,50,100
1557241200000,20190507,15,180,40,50,60
1557244800000,20190507,16,190,50,60,60
1557248400000,20190507,17,190,60,60,80
1557252000000,20190507,18,180,60,60,70
1557255600000,20190507,19,170,60,60,60
1557259200000,20190507,20,170,60,50,60
1557262800000,20190507,21,150,50,50,60
1557266400000,20190507,22,150,50,60,60
1557270000000,20190507,23,140,60,60,70
1557273600000,20190507,24,140,60,60,70
1557277200000,20190508,1,160,60,60,80
1557280800000,20190508,2,140,60,60,80
1557284400000,20190508,3,140,60,70,80
1557288000000,20190508,4,140,60,70,80
1557291600000,20190508,5,130,70,80,90
1557295200000,20190508,6,110,70,70,90
1557298800000,20190508,7,110,80,80,100
1557302400000,20190508,8,110,80,80,100
1557306000000,20190508,9,130,70,70,90
1557309600000,20190508,10,110,60,60,80
1557313200000,20190508,11,120,70,80,100
1557316800000,20190508,12,130,100,110,140
1557320400000,20190508,13,150,100,100,140
1557324000000,20190508,14,140,110,110,140
1557327600000,20190508,15,140,110,100,140
1557331200000,20190508,16,150,90,80,120
1557334800000,20190508,17,170,80,90,130
1557338400000,20190508,18,240,80,90,120
1557342000000,20190508,19,220,60,50,100
1557345600000,20190508,20,200,50,40,60
1557349200000,20190508,21,230,80,90,110
1557352800000,20190508,22,180,70,60,100
1557356400000,20190508,23,190,70,70,90
1557360000000,20190508,24,190,70,70,90
1557363600000,20190509,1,200,80,80,100
1557367200000,20190509,2,190,80,80,100
1557370800000,20190509,3,190,90,90,110
1557374400000,20190509,4,190,90,90,110
1557378000000,20190509,5,200,90,90,110
1557381600000,20190509,6,200,80,80,100
1557385200000,20190509,7,190,70,80,90
1557388800000,20190509,8,190,70,80,90
1557392400000,20190509,9,200,70,60,90
1557396000000,20190509,10,210,40,40,60
1557399600000,20190509,11,220,40,40,60
1557403200000,20190509,12,220,60,60,70
1557406800000,20190509,13,240,70,80,100
1557410400000,20190509,14,250,60,70,80
1557414000000,20190509,15,250,60,60,80
1557417600000,20190509,16,260,70,80,100
1557421200000,20190509,17,260,80,80,100
1557424800000,20190509,18,270,70,70,90
1557428400000,20190509,19,270,60,50,80
1557432000000,20190509,20,270,50,50,70
1557435600000,20190509,21,300,40,40,50
1557439200000,20190509,22,290,30,20,50
1557442800000,20190509,23,320,30,30,40
1557446400000,20190509,24,340,50,70,80
1557450000000,20190510,1,330,70,60,80
1557453600000,20190510,2,300,70,70,90
1557457200000,20190510,3,310,70,70,80
1557460800000,20190510,4,310,70,60,90
1557464400000,20190510,5,290,70,70,80
1557468000000,20190510,6,310,70,70,90
1557471600000,20190510,7,310,60,70,80
1557475200000,20190510,8,280,50,60,70
1557478800000,20190510,9,300,60,50,80
1557482400000,20190510,10,270,30,30,70
1557486000000,20190510,11,270,40,50,70
1557489600000,20190510,12,270,30,40,70
1557493200000,20190510,13,10,30,40,60
1557496800000,20190510,14,10,40,40,50
1557500400000,20190510,15,10,50,50,70
1557504000000,20190510,16,360,50,50,70
1557507600000,20190510,17,10,40,40,70
1557511200000,20190510,18,360,40,40,70
1557514800000,20190510,19,360,40,40,70
1557518400000,20190510,20,30,40,50,70
1557522000000,20190510,21,40,70,70,80
1557525600000,20190510,22,60,80,80,90
1557529200000,20190510,23,70,90,90,100
1557532800000,20190510,24,70,80,80,100
1557536400000,20190511,1,60,80,80,100
1557540000000,20190511,2,60,80,80,100
1557543600000,20190511,3,60,80,80,100
1557547200000,20190511,4,60,80,80,90
1557550800000,20190511,5,60,80,80,90
1557554400000,20190511,6,60,80,80,90
1557558000000,20190511,7,50,80,80,90
1557561600000,20190511,8,50,70,70,90
1557565200000,20190511,9,30,70,70,90
1557568800000,20190511,10,30,70,70,80
1557572400000,20190511,11,10,70,60,80
1557576000000,20190511,12,360,80,90,100
1557579600000,20190511,13,10,90,90,120
1557583200000,20190511,14,350,110,110,130
1557586800000,20190511,15,350,100,110,140
1557590400000,20190511,16,350,110,110,140
1557594000000,20190511,17,350,110,110,130
1557597600000,20190511,18,10,100,90,130
1557601200000,20190511,19,10,90,90,110
1557604800000,20190511,20,20,80,90,110
1557608400000,20190511,21,10,90,90,110
1557612000000,20190511,22,20,80,80,110
1557615600000,20190511,23,20,80,80,100
1557619200000,20190511,24,360,70,70,90
1557622800000,20190512,1,350,70,80,90
1557626400000,20190512,2,350,80,80,100
1557630000000,20190512,3,350,80,90,100
1557633600000,20190512,4,340,80,70,100
1557637200000,20190512,5,350,70,80,100
1557640800000,20190512,6,350,70,70,100
1557644400000,20190512,7,10,60,40,110
1557648000000,20190512,8,360,60,70,110
1557651600000,20190512,9,350,70,70,90
1557655200000,20190512,10,350,70,70,100
1557658800000,20190512,11,350,80,80,90
1557662400000,20190512,12,350,80,80,100
1557666000000,20190512,13,350,90,90,110
1557669600000,20190512,14,350,90,90,110
1557673200000,20190512,15,350,90,100,120
1557676800000,20190512,16,350,90,90,110
1557680400000,20190512,17,350,90,90,110
1557684000000,20190512,18,350,90,80,100
1557687600000,20190512,19,10,80,80,100
1557691200000,20190512,20,20,80,80,100
1557694800000,20190512,21,30,80,80,100
1557698400000,20190512,22,40,80,70,90
1557702000000,20190512,23,30,70,70,90
1557705600000,20190512,24,30,70,70,80
1557709200000,20190513,1,40,70,60,80
1557712800000,20190513,2,40,60,60,70
1557716400000,20190513,3,40,50,50,70
1557720000000,20190513,4,30,50,50,70
1557723600000,20190513,5,30,50,50,70
1557727200000,20190513,6,30,50,40,70
1557730800000,20190513,7,40,40,40,70
1557734400000,20190513,8,20,50,50,70
1557738000000,20190513,9,20,40,30,70
1557741600000,20190513,10,360,40,30,60
1557745200000,20190513,11,350,40,40,50
1557748800000,20190513,12,340,50,60,70
1557752400000,20190513,13,340,70,70,80
1557756000000,20190513,14,350,80,90,100
1557759600000,20190513,15,350,90,90,100
1557763200000,20190513,16,350,90,90,110
1557766800000,20190513,17,350,90,80,100
1557770400000,20190513,18,10,80,80,100
1557774000000,20190513,19,20,80,80,100
1557777600000,20190513,20,30,80,80,100
1557781200000,20190513,21,40,90,80,100
1557784800000,20190513,22,60,80,80,100
1557788400000,20190513,23,60,80,70,100
1557792000000,20190513,24,50,70,70,80
1557795600000,20190514,1,50,70,70,80
1557799200000,20190514,2,50,70,70,80
1557802800000,20190514,3,50,70,70,80
1557806400000,20190514,4,60,70,70,80
1557810000000,20190514,5,60,60,60,80
1557813600000,20190514,6,70,60,70,70
1557817200000,20190514,7,50,70,70,80
1557820800000,20190514,8,60,70,60,80
1557824400000,20190514,9,60,60,50,70
1557828000000,20190514,10,30,50,40,70
1557831600000,20190514,11,20,40,40,70
1557835200000,20190514,12,20,50,50,70
1557838800000,20190514,13,20,50,40,70
1557842400000,20190514,14,330,60,70,80
1557846000000,20190514,15,340,70,60,80
1557849600000,20190514,16,360,60,60,70
1557853200000,20190514,17,30,80,90,110
1557856800000,20190514,18,30,90,90,110
1557860400000,20190514,19,30,100,100,120
1557864000000,20190514,20,40,100,100,120
1557867600000,20190514,21,50,90,80,110
1557871200000,20190514,22,50,80,80,100
1557874800000,20190514,23,60,80,90,100
1557878400000,20190514,24,70,90,90,100
1557882000000,20190515,1,70,90,90,100
1557885600000,20190515,2,80,90,90,100
1557889200000,20190515,3,80,70,70,90
1557892800000,20190515,4,90,70,70,80
1557896400000,20190515,5,90,60,60,80
1557900000000,20190515,6,90,60,60,70
1557903600000,20190515,7,90,50,50,70
1557907200000,20190515,8,90,50,40,70
1557910800000,20190515,9,90,40,40,60
1557914400000,20190515,10,90,50,40,70
1557918000000,20190515,11,110,40,40,70
1557921600000,20190515,12,350,30,30,70
1557925200000,20190515,13,340,30,30,40
1557928800000,20190515,14,340,40,70,100
1557932400000,20190515,15,330,70,80,90
1557936000000,20190515,16,340,60,50,90
1557939600000,20190515,17,30,80,110,130
1557943200000,20190515,18,30,110,110,140
1557946800000,20190515,19,40,110,110,140
1557950400000,20190515,20,50,110,110,140
1557954000000,20190515,21,50,110,110,130
1557957600000,20190515,22,60,110,100,130
1557961200000,20190515,23,70,100,110,130
1557964800000,20190515,24,70,100,100,130
1557968400000,20190516,1,70,90,90,120
1557972000000,20190516,2,60,80,80,110
1557975600000,20190516,3,60,80,80,100
1557979200000,20190516,4,60,90,90,110
1557982800000,20190516,5,60,90,80,110
1557986400000,20190516,6,70,70,80,90
1557990000000,20190516,7,50,80,90,100
1557993600000,20190516,8,60,90,90,110
1557997200000,20190516,9,60,90,90,110
1558000800000,20190516,10,60,100,100,130
1558004400000,20190516,11,30,90,70,130
1558008000000,20190516,12,70,80,80,110
1558011600000,20190516,13,40,60,60,90
1558015200000,20190516,14,30,70,80,90
1558018800000,20190516,15,30,90,90,110
1558022400000,20190516,16,40,100,90,130
1558026000000,20190516,17,50,100,110,140
1558029600000,20190516,18,60,110,100,150
1558033200000,20190516,19,40,100,100,120
1558036800000,20190516,20,30,90,90,120
1558040400000,20190516,21,30,90,90,110
1558044000000,20190516,22,60,90,100,120
1558047600000,20190516,23,70,90,90,120
1558051200000,20190516,24,90,90,90,110
1558054800000,20190517,1,90,90,90,110
1558058400000,20190517,2,80,80,70,110
1558062000000,20190517,3,80,70,80,100
1558065600000,20190517,4,80,80,80,100
