tide,dates
-0.08619167,2019-08-07 06:30:00+00:00
-0.08674722,2019-08-07 06:45:00+00:00
-0.08665,2019-08-07 07:00:00+00:00
-0.091691665,2019-08-07 07:15:00+00:00
-0.08991389,2019-08-07 07:30:00+00:00
-0.09674722,2019-08-07 07:45:00+00:00
-0.098344445,2019-08-07 08:00:00+00:00
-0.091636114,2019-08-07 08:15:00+00:00
-0.089775,2019-08-07 08:30:00+00:00
-0.08166389,2019-08-07 08:45:00+00:00
-0.084413886,2019-08-07 09:00:00+00:00
-0.08438611,2019-08-07 09:15:00+00:00
-0.09126111,2019-08-07 09:30:00+00:00
-0.08406667,2019-08-07 09:45:00+00:00
-0.08413611,2019-08-07 10:00:00+00:00
-0.08845556,2019-08-07 10:15:00+00:00
-0.08558056,2019-08-07 10:30:00+00:00
-0.086525,2019-08-07 10:45:00+00:00
-0.090066664,2019-08-07 11:00:00+00:00
-0.08370555,2019-08-07 11:15:00+00:00
-0.081205554,2019-08-07 11:30:00+00:00
-0.07537222,2019-08-07 11:45:00+00:00
-0.072344445,2019-08-07 12:00:00+00:00
-0.08110833,2019-08-07 12:15:00+00:00
-0.08296944,2019-08-07 12:30:00+00:00
-0.08591389,2019-08-07 12:45:00+00:00
-0.084983334,2019-08-07 13:00:00+00:00
-0.080775,2019-08-07 13:15:00+00:00
-0.07596944,2019-08-07 13:30:00+00:00
-0.07992778,2019-08-07 13:45:00+00:00
-0.07955278,2019-08-07 14:00:00+00:00
-0.076733336,2019-08-07 14:15:00+00:00
-0.066816665,2019-08-07 14:30:00+00:00
-0.06128889,2019-08-07 14:45:00+00:00
-0.062288888,2019-08-07 15:00:00+00:00
-0.06837222,2019-08-07 15:15:00+00:00
-0.08246944,2019-08-07 15:30:00+00:00
-0.09221944,2019-08-07 15:45:00+00:00
-0.09583055,2019-08-07 16:00:00+00:00
-0.094733335,2019-08-07 16:15:00+00:00
-0.09345555,2019-08-07 16:30:00+00:00
-0.09262222,2019-08-07 16:45:00+00:00
-0.09584445,2019-08-07 17:00:00+00:00
-0.096719444,2019-08-07 17:15:00+00:00
-0.0909,2019-08-07 17:30:00+00:00
-0.09284444,2019-08-07 17:45:00+00:00
-0.08698333,2019-08-07 18:00:00+00:00
-0.0889,2019-08-07 18:15:00+00:00
-0.09673333,2019-08-07 18:30:00+00:00
-0.09492778,2019-08-07 18:45:00+00:00
-0.098622225,2019-08-07 19:00:00+00:00
-0.096941665,2019-08-07 19:15:00+00:00
-0.09691389,2019-08-07 19:30:00+00:00
-0.09917778,2019-08-07 19:45:00+00:00
-0.10137222,2019-08-07 20:00:00+00:00
-0.102525,2019-08-07 20:15:00+00:00
-0.1034,2019-08-07 20:30:00+00:00
-0.1044,2019-08-07 20:45:00+00:00
-0.10869167,2019-08-07 21:00:00+00:00
-0.107705556,2019-08-07 21:15:00+00:00
-0.106302775,2019-08-07 21:30:00+00:00
-0.105233334,2019-08-07 21:45:00+00:00
-0.10671944,2019-08-07 22:00:00+00:00
-0.10865,2019-08-07 22:15:00+00:00
-0.10926111,2019-08-07 22:30:00+00:00
-0.109969445,2019-08-07 22:45:00+00:00
-0.10983056,2019-08-07 23:00:00+00:00
-0.10295556,2019-08-08 00:00:00+00:00
-0.10015,2019-08-08 00:15:00+00:00
-0.097955555,2019-08-08 00:30:00+00:00
-0.096205555,2019-08-08 00:45:00+00:00
-0.094622225,2019-08-08 01:00:00+00:00
-0.090525,2019-08-08 01:15:00+00:00
-0.09548333,2019-08-08 01:30:00+00:00
-0.10030278,2019-08-08 01:45:00+00:00
-0.099705555,2019-08-08 02:00:00+00:00
-0.10113611,2019-08-08 02:15:00+00:00
-0.105288886,2019-08-08 02:30:00+00:00
-0.10416389,2019-08-08 02:45:00+00:00
-0.104275,2019-08-08 03:00:00+00:00
-0.108775,2019-08-08 03:15:00+00:00
-0.105969444,2019-08-08 03:30:00+00:00
-0.106983334,2019-08-08 03:45:00+00:00
-0.10419167,2019-08-08 04:00:00+00:00
-0.10413611,2019-08-08 04:15:00+00:00
-0.10873333,2019-08-08 04:30:00+00:00
-0.108129166,2019-08-08 04:45:00+00:00
-0.10931667,2019-08-08 05:00:00+00:00
-0.10955278,2019-08-08 05:15:00+00:00
-0.11083055,2019-08-08 05:30:00+00:00
-0.10983056,2019-08-08 05:45:00+00:00
-0.113775,2019-08-08 06:00:00+00:00
-0.118094444,2019-08-08 06:15:00+00:00
-0.117469445,2019-08-08 06:30:00+00:00
-0.11895555,2019-08-08 06:45:00+00:00
-0.118025,2019-08-08 07:00:00+00:00
-0.11833055,2019-08-08 07:15:00+00:00
-0.11688611,2019-08-08 07:30:00+00:00
-0.11744167,2019-08-08 07:45:00+00:00
-0.11871944,2019-08-08 08:00:00+00:00
-0.116677776,2019-08-08 08:15:00+00:00
-0.11691389,2019-08-08 08:30:00+00:00
-0.11670556,2019-08-08 08:45:00+00:00
-0.115025,2019-08-08 09:00:00+00:00
-0.11570556,2019-08-08 09:15:00+00:00
-0.11462222,2019-08-08 09:30:00+00:00
-0.107983336,2019-08-08 09:45:00+00:00
-0.10655278,2019-08-08 10:00:00+00:00
-0.10701111,2019-08-08 10:15:00+00:00
-0.10450417,2019-08-08 10:30:00+00:00
-0.10626111,2019-08-08 10:45:00+00:00
-0.10312222,2019-08-08 11:00:00+00:00
-0.10363611,2019-08-08 11:15:00+00:00
-0.10484444,2019-08-08 11:30:00+00:00
-0.106122226,2019-08-08 11:45:00+00:00
-0.10913611,2019-08-08 12:00:00+00:00
-0.10345556,2019-08-08 12:15:00+00:00
-0.10616389,2019-08-08 12:30:00+00:00
-0.10453889,2019-08-08 12:45:00+00:00
-0.103427775,2019-08-08 13:00:00+00:00
-0.10903889,2019-08-08 13:15:00+00:00
-0.105233334,2019-08-08 13:30:00+00:00
-0.10678889,2019-08-08 13:45:00+00:00
-0.105511114,2019-08-08 14:00:00+00:00
-0.10574722,2019-08-08 14:15:00+00:00
-0.108719446,2019-08-08 14:30:00+00:00
-0.109858334,2019-08-08 14:45:00+00:00
-0.11805278,2019-08-08 15:00:00+00:00
-0.122372225,2019-08-08 15:15:00+00:00
-0.12191389,2019-08-08 15:30:00+00:00
-0.126525,2019-08-08 15:45:00+00:00
-0.12788612,2019-08-08 16:00:00+00:00
-0.12865,2019-08-08 16:15:00+00:00
-0.12969166,2019-08-08 16:30:00+00:00
-0.12735833,2019-08-08 16:45:00+00:00
-0.12869167,2019-08-08 17:00:00+00:00
-0.12791389,2019-08-08 17:15:00+00:00
-0.12916389,2019-08-08 17:30:00+00:00
-0.1305389,2019-08-08 17:45:00+00:00
-0.13174722,2019-08-08 18:00:00+00:00
-0.1327611,2019-08-08 18:15:00+00:00
-0.13560833,2019-08-08 18:30:00+00:00
-0.13391389,2019-08-08 18:45:00+00:00
-0.13533056,2019-08-08 19:00:00+00:00
-0.13769166,2019-08-08 19:15:00+00:00
-0.13987222,2019-08-08 19:30:00+00:00
-0.1434,2019-08-08 19:45:00+00:00
-0.14437222,2019-08-08 20:00:00+00:00
-0.14398333,2019-08-08 20:15:00+00:00
-0.14441389,2019-08-08 20:30:00+00:00
-0.14296944,2019-08-08 20:45:00+00:00
-0.14408055,2019-08-08 21:00:00+00:00
-0.14444166,2019-08-08 21:15:00+00:00
-0.14356667,2019-08-08 21:30:00+00:00
-0.14584444,2019-08-08 21:45:00+00:00
-0.14437222,2019-08-08 22:00:00+00:00
-0.1455389,2019-08-08 22:15:00+00:00
-0.14716388,2019-08-08 22:30:00+00:00
-0.14785834,2019-08-08 22:45:00+00:00
-0.14910834,2019-08-08 23:00:00+00:00
-0.15615,2019-08-09 00:00:00+00:00
-0.157025,2019-08-09 00:15:00+00:00
-0.15584445,2019-08-09 00:30:00+00:00
-0.15128888,2019-08-09 00:45:00+00:00
-0.151025,2019-08-09 01:00:00+00:00
-0.15195556,2019-08-09 01:15:00+00:00
-0.1529,2019-08-09 01:30:00+00:00
-0.15488611,2019-08-09 01:45:00+00:00
-0.1579139,2019-08-09 02:00:00+00:00
-0.15917778,2019-08-09 02:15:00+00:00
-0.15999722,2019-08-09 02:30:00+00:00
-0.1599,2019-08-09 02:45:00+00:00
-0.16038612,2019-08-09 03:00:00+00:00
-0.16117778,2019-08-09 03:15:00+00:00
-0.15855278,2019-08-09 03:30:00+00:00
-0.16055278,2019-08-09 03:45:00+00:00
-0.16346945,2019-08-09 04:00:00+00:00
-0.16581666,2019-08-09 04:15:00+00:00
-0.16703889,2019-08-09 04:30:00+00:00
-0.16870555,2019-08-09 04:45:00+00:00
-0.16846944,2019-08-09 05:00:00+00:00
-0.170775,2019-08-09 05:15:00+00:00
-0.17123333,2019-08-09 05:30:00+00:00
-0.1780111,2019-08-09 05:45:00+00:00
-0.1790111,2019-08-09 06:00:00+00:00
-0.17667778,2019-08-09 06:15:00+00:00
-0.17138611,2019-08-09 06:30:00+00:00
-0.1614,2019-08-09 06:45:00+00:00
-0.15403889,2019-08-09 07:00:00+00:00
-0.15092778,2019-08-09 07:15:00+00:00
-0.16234438,2019-08-09 07:30:00+00:00
-0.16926111,2019-08-09 07:45:00+00:00
-0.17916389,2019-08-09 08:00:00+00:00
-0.19392778,2019-08-09 08:15:00+00:00
-0.20698333,2019-08-09 08:30:00+00:00
-0.20612222,2019-08-09 08:45:00+00:00
-0.19291389,2019-08-09 09:00:00+00:00
-0.18260834,2019-08-09 09:15:00+00:00
-0.1799,2019-08-09 09:30:00+00:00
-0.16185834,2019-08-09 09:45:00+00:00
-0.16796945,2019-08-09 10:00:00+00:00
-0.17970556,2019-08-09 10:15:00+00:00
-0.18176112,2019-08-09 10:30:00+00:00
-0.18695556,2019-08-09 10:45:00+00:00
-0.17230278,2019-08-09 11:00:00+00:00
-0.15770556,2019-08-09 11:15:00+00:00
-0.14878888,2019-08-09 11:30:00+00:00
-0.14344166,2019-08-09 11:45:00+00:00
-0.14510833,2019-08-09 12:00:00+00:00
-0.14784445,2019-08-09 12:15:00+00:00
-0.14519167,2019-08-09 12:30:00+00:00
-0.14020556,2019-08-09 12:45:00+00:00
-0.13498333,2019-08-09 13:00:00+00:00
-0.13921945,2019-08-09 13:15:00+00:00
-0.14570555,2019-08-09 13:30:00+00:00
-0.15267777,2019-08-09 13:45:00+00:00
-0.15284444,2019-08-09 14:00:00+00:00
-0.14855278,2019-08-09 14:15:00+00:00
-0.15305278,2019-08-09 14:30:00+00:00
-0.15149722,2019-08-09 14:45:00+00:00
-0.15412222,2019-08-09 15:00:00+00:00
-0.14888611,2019-08-09 15:15:00+00:00
-0.14253889,2019-08-09 15:30:00+00:00
-0.13562916,2019-08-09 15:45:00+00:00
-0.13298333,2019-08-09 16:00:00+00:00
-0.13966389,2019-08-09 16:15:00+00:00
-0.14835833,2019-08-09 16:30:00+00:00
-0.15721944,2019-08-09 16:45:00+00:00
-0.15956667,2019-08-09 17:00:00+00:00
-0.15760833,2019-08-09 17:15:00+00:00
-0.15246944,2019-08-09 17:30:00+00:00
-0.14655277,2019-08-09 17:45:00+00:00
-0.14933056,2019-08-09 18:00:00+00:00
-0.14565,2019-08-09 18:15:00+00:00
-0.1455389,2019-08-09 18:30:00+00:00
-0.14648333,2019-08-09 18:45:00+00:00
-0.1444,2019-08-09 19:00:00+00:00
-0.14501111,2019-08-09 19:15:00+00:00
-0.150275,2019-08-09 19:30:00+00:00
-0.15116389,2019-08-09 19:45:00+00:00
-0.15059444,2019-08-09 20:00:00+00:00
-0.14623334,2019-08-09 20:15:00+00:00
-0.14519167,2019-08-09 20:30:00+00:00
-0.14405277,2019-08-09 20:45:00+00:00
-0.13245556,2019-08-09 21:00:00+00:00
-0.11480278,2019-08-09 21:15:00+00:00
-0.12996945,2019-08-09 21:30:00+00:00
-0.092247225,2019-08-09 21:45:00+00:00
-0.13784444,2019-08-09 22:00:00+00:00
-0.1504,2019-08-09 22:15:00+00:00
-0.16309445,2019-08-09 22:30:00+00:00
-0.16426112,2019-08-09 22:45:00+00:00
-0.15366389,2019-08-09 23:00:00+00:00
-0.1384011,2019-08-10 00:00:00+00:00
-0.14265,2019-08-10 00:15:00+00:00
-0.11920556,2019-08-10 00:30:00+00:00
-0.119330555,2019-08-10 00:45:00+00:00
-0.111608334,2019-08-10 01:00:00+00:00
-0.10905278,2019-08-10 01:15:00+00:00
-0.105288886,2019-08-10 01:30:00+00:00
-0.10216389,2019-08-10 01:45:00+00:00
-0.09416389,2019-08-10 02:00:00+00:00
-0.092275,2019-08-10 02:15:00+00:00
-0.101844445,2019-08-10 02:30:00+00:00
-0.110775,2019-08-10 02:45:00+00:00
-0.118761115,2019-08-10 03:00:00+00:00
-0.11762222,2019-08-10 03:15:00+00:00
-0.11823333,2019-08-10 03:30:00+00:00
-0.111941665,2019-08-10 03:45:00+00:00
-0.10903889,2019-08-10 04:00:00+00:00
-0.11219167,2019-08-10 04:15:00+00:00
-0.11383056,2019-08-10 04:30:00+00:00
-0.112879165,2019-08-10 04:45:00+00:00
-0.10045555,2019-08-10 05:00:00+00:00
-0.09887222,2019-08-10 05:15:00+00:00
-0.093205556,2019-08-10 05:30:00+00:00
-0.089025,2019-08-10 05:45:00+00:00
-0.08962222,2019-08-10 06:00:00+00:00
-0.07788611,2019-08-10 06:15:00+00:00
-0.056830555,2019-08-10 06:30:00+00:00
-0.059372224,2019-08-10 06:45:00+00:00
-0.064052776,2019-08-10 07:00:00+00:00
-0.073775,2019-08-10 07:15:00+00:00
-0.08755278,2019-08-10 07:30:00+00:00
-0.058983333,2019-08-10 07:45:00+00:00
-0.035483334,2019-08-10 08:00:00+00:00
-0.011316666,2019-08-10 08:15:00+00:00
-0.0033583334,2019-08-10 08:30:00+00:00
0.005113889,2019-08-10 08:45:00+00:00
-0.0011083334,2019-08-10 09:00:00+00:00
-0.008913889,2019-08-10 09:15:00+00:00
-0.026094444,2019-08-10 09:30:00+00:00
-0.0559,2019-08-10 09:45:00+00:00
-0.033816665,2019-08-10 10:00:00+00:00
-0.027858334,2019-08-10 10:15:00+00:00
0.0076555554,2019-08-10 10:30:00+00:00
0.0014472222,2019-08-10 10:45:00+00:00
-0.030594444,2019-08-10 11:00:00+00:00
-0.041705556,2019-08-10 11:15:00+00:00
-0.038816668,2019-08-10 11:30:00+00:00
-0.022427779,2019-08-10 11:45:00+00:00
-0.010344445,2019-08-10 12:00:00+00:00
0.001475,2019-08-10 12:15:00+00:00
0.008016666,2019-08-10 12:30:00+00:00
-0.0015666666,2019-08-10 12:45:00+00:00
-0.015038889,2019-08-10 13:00:00+00:00
-0.0034138889,2019-08-10 13:15:00+00:00
-0.003761111,2019-08-10 13:30:00+00:00
0.013336111,2019-08-10 13:45:00+00:00
-0.012941667,2019-08-10 14:00:00+00:00
-0.006636111,2019-08-10 14:15:00+00:00
-0.007275,2019-08-10 14:30:00+00:00
-0.0007194444,2019-08-10 14:45:00+00:00
0.023669444,2019-08-10 15:00:00+00:00
0.042308334,2019-08-10 15:15:00+00:00
0.031683333,2019-08-10 15:30:00+00:00
0.05576667,2019-08-10 15:45:00+00:00
0.05900278,2019-08-10 16:00:00+00:00
0.059947222,2019-08-10 16:15:00+00:00
0.06648889,2019-08-10 16:30:00+00:00
0.06435,2019-08-10 16:45:00+00:00
0.07129444,2019-08-10 17:00:00+00:00
0.057391666,2019-08-10 17:15:00+00:00
0.074544445,2019-08-10 17:30:00+00:00
0.07114167,2019-08-10 17:45:00+00:00
0.062572226,2019-08-10 18:00:00+00:00
0.0696,2019-08-10 18:15:00+00:00
0.06830833,2019-08-10 18:30:00+00:00
0.07708611,2019-08-10 18:45:00+00:00
0.072405554,2019-08-10 19:00:00+00:00
0.059211113,2019-08-10 19:15:00+00:00
0.048322223,2019-08-10 19:30:00+00:00
0.04375278,2019-08-10 19:45:00+00:00
0.023502778,2019-08-10 20:00:00+00:00
0.0032527777,2019-08-10 20:15:00+00:00
-0.014372222,2019-08-10 20:30:00+00:00
-0.023136111,2019-08-10 20:45:00+00:00
-0.027316667,2019-08-10 21:00:00+00:00
-0.028983334,2019-08-10 21:15:00+00:00
-0.029941667,2019-08-10 21:30:00+00:00
-0.034275,2019-08-10 21:45:00+00:00
-0.05078889,2019-08-10 22:00:00+00:00
-0.048316665,2019-08-10 22:15:00+00:00
-0.056775,2019-08-10 22:30:00+00:00
-0.048330557,2019-08-10 22:45:00+00:00
-0.045094445,2019-08-10 23:00:00+00:00
-0.072177775,2019-08-11 00:00:00+00:00
-0.08220556,2019-08-11 00:15:00+00:00
-0.079775,2019-08-11 00:30:00+00:00
-0.08480278,2019-08-11 00:45:00+00:00
-0.08487222,2019-08-11 01:00:00+00:00
-0.08262222,2019-08-11 01:15:00+00:00
-0.082997225,2019-08-11 01:30:00+00:00
-0.08473333,2019-08-11 01:45:00+00:00
-0.09088611,2019-08-11 02:00:00+00:00
-0.09245556,2019-08-11 02:15:00+00:00
-0.096427776,2019-08-11 02:30:00+00:00
-0.102636114,2019-08-11 02:45:00+00:00
-0.104052775,2019-08-11 03:00:00+00:00
-0.106413886,2019-08-11 03:15:00+00:00
-0.107705556,2019-08-11 03:30:00+00:00
-0.10803889,2019-08-11 03:45:00+00:00
-0.11091389,2019-08-11 04:00:00+00:00
-0.10959444,2019-08-11 04:15:00+00:00
-0.11310834,2019-08-11 04:30:00+00:00
-0.11220556,2019-08-11 04:45:00+00:00
-0.11056667,2019-08-11 05:00:00+00:00
-0.11279583,2019-08-11 05:15:00+00:00
-0.11184444,2019-08-11 05:30:00+00:00
-0.108844444,2019-08-11 05:45:00+00:00
-0.09446944,2019-08-11 06:00:00+00:00
-0.09121945,2019-08-11 06:15:00+00:00
-0.09599722,2019-08-11 06:30:00+00:00
-0.100997224,2019-08-11 06:45:00+00:00
-0.110816665,2019-08-11 07:00:00+00:00
-0.11787222,2019-08-11 07:15:00+00:00
-0.12201111,2019-08-11 07:30:00+00:00
-0.12519167,2019-08-11 07:45:00+00:00
-0.11251111,2019-08-11 08:00:00+00:00
-0.111830555,2019-08-11 08:15:00+00:00
-0.1099,2019-08-11 08:30:00+00:00
-0.107941665,2019-08-11 08:45:00+00:00
-0.11110833,2019-08-11 09:00:00+00:00
-0.10953889,2019-08-11 09:15:00+00:00
-0.10780278,2019-08-11 09:30:00+00:00
-0.100025,2019-08-11 09:45:00+00:00
-0.10198333,2019-08-11 10:00:00+00:00
-0.10406667,2019-08-11 10:15:00+00:00
-0.104719445,2019-08-11 10:30:00+00:00
-0.112809725,2019-08-11 10:45:00+00:00
-0.117025,2019-08-11 11:00:00+00:00
-0.11884444,2019-08-11 11:15:00+00:00
-0.11546944,2019-08-11 11:30:00+00:00
-0.11531667,2019-08-11 11:45:00+00:00
-0.105511114,2019-08-11 12:00:00+00:00
-0.107705556,2019-08-11 12:15:00+00:00
-0.10098334,2019-08-11 12:30:00+00:00
-0.10684445,2019-08-11 12:45:00+00:00
-0.120344445,2019-08-11 13:00:00+00:00
-0.12619166,2019-08-11 13:15:00+00:00
-0.13160834,2019-08-11 13:30:00+00:00
-0.13251111,2019-08-11 13:45:00+00:00
-0.131525,2019-08-11 14:00:00+00:00
-0.13031666,2019-08-11 14:15:00+00:00
-0.13184445,2019-08-11 14:30:00+00:00
-0.1305111,2019-08-11 14:45:00+00:00
-0.132525,2019-08-11 15:00:00+00:00
-0.135525,2019-08-11 15:15:00+00:00
-0.12973334,2019-08-11 15:30:00+00:00
-0.13284445,2019-08-11 15:45:00+00:00
-0.12621945,2019-08-11 16:00:00+00:00
-0.13133055,2019-08-11 16:15:00+00:00
-0.13534445,2019-08-11 16:30:00+00:00
-0.13865,2019-08-11 16:45:00+00:00
-0.13684444,2019-08-11 17:00:00+00:00
-0.13674723,2019-08-11 17:15:00+00:00
-0.13510834,2019-08-11 17:30:00+00:00
-0.12956667,2019-08-11 17:45:00+00:00
-0.13238612,2019-08-11 18:00:00+00:00
-0.13319166,2019-08-11 18:15:00+00:00
-0.13842778,2019-08-11 18:30:00+00:00
-0.15366389,2019-08-11 18:45:00+00:00
-0.14213611,2019-08-11 19:00:00+00:00
-0.14592777,2019-08-11 19:15:00+00:00
-0.14409444,2019-08-11 19:30:00+00:00
-0.14288612,2019-08-11 19:45:00+00:00
-0.14220555,2019-08-11 20:00:00+00:00
-0.14424722,2019-08-11 20:15:00+00:00
-0.13863611,2019-08-11 20:30:00+00:00
-0.13415,2019-08-11 20:45:00+00:00
-0.1369,2019-08-11 21:00:00+00:00
-0.13424723,2019-08-11 21:15:00+00:00
-0.13842778,2019-08-11 21:30:00+00:00
-0.14015,2019-08-11 21:45:00+00:00
-0.13821945,2019-08-11 22:00:00+00:00
-0.12937222,2019-08-11 22:15:00+00:00
-0.13076112,2019-08-11 22:30:00+00:00
-0.13238612,2019-08-11 22:45:00+00:00
-0.1369139,2019-08-11 23:00:00+00:00
-0.13912606,2019-08-12 00:00:00+00:00
-0.13576111,2019-08-12 00:15:00+00:00
-0.1319,2019-08-12 00:30:00+00:00
-0.13099723,2019-08-12 00:45:00+00:00
-0.1321361,2019-08-12 01:00:00+00:00
-0.12883055,2019-08-12 01:15:00+00:00
-0.12756667,2019-08-12 01:30:00+00:00
-0.13092777,2019-08-12 01:45:00+00:00
-0.13205278,2019-08-12 02:00:00+00:00
-0.1289139,2019-08-12 02:15:00+00:00
-0.13063611,2019-08-12 02:30:00+00:00
-0.13158056,2019-08-12 02:45:00+00:00
-0.12808056,2019-08-12 03:00:00+00:00
-0.13328889,2019-08-12 03:15:00+00:00
-0.13301112,2019-08-12 03:30:00+00:00
-0.13846944,2019-08-12 03:45:00+00:00
-0.13720556,2019-08-12 04:00:00+00:00
-0.13624722,2019-08-12 04:15:00+00:00
-0.13231666,2019-08-12 04:30:00+00:00
-0.132025,2019-08-12 04:45:00+00:00
-0.13030277,2019-08-12 05:00:00+00:00
-0.1327611,2019-08-12 05:15:00+00:00
-0.1339,2019-08-12 05:30:00+00:00
-0.14080277,2019-08-12 05:45:00+00:00
-0.14731666,2019-08-12 06:00:00+00:00
-0.1403861,2019-08-12 06:15:00+00:00
-0.14646944,2019-08-12 06:30:00+00:00
-0.142775,2019-08-12 06:45:00+00:00
-0.14337222,2019-08-12 07:00:00+00:00
-0.142775,2019-08-12 07:15:00+00:00
-0.14256667,2019-08-12 07:30:00+00:00
-0.14535834,2019-08-12 07:45:00+00:00
-0.14459445,2019-08-12 08:00:00+00:00
-0.15230277,2019-08-12 08:15:00+00:00
-0.16349722,2019-08-12 08:30:00+00:00
-0.15785833,2019-08-12 08:45:00+00:00
-0.1570111,2019-08-12 09:00:00+00:00
-0.15903889,2019-08-12 09:15:00+00:00
-0.14905278,2019-08-12 09:30:00+00:00
-0.156025,2019-08-12 09:45:00+00:00
-0.14673333,2019-08-12 10:00:00+00:00
-0.14919166,2019-08-12 10:15:00+00:00
-0.1461639,2019-08-12 10:30:00+00:00
-0.13696945,2019-08-12 10:45:00+00:00
-0.14319167,2019-08-12 11:00:00+00:00
-0.13133055,2019-08-12 11:15:00+00:00
-0.15388611,2019-08-12 11:30:00+00:00
-0.16405278,2019-08-12 11:45:00+00:00
-0.16091388,2019-08-12 12:00:00+00:00
-0.1710389,2019-08-12 12:15:00+00:00
-0.15860833,2019-08-12 12:30:00+00:00
-0.15573333,2019-08-12 12:45:00+00:00
-0.1525111,2019-08-12 13:00:00+00:00
-0.14341389,2019-08-12 13:15:00+00:00
-0.14262222,2019-08-12 13:30:00+00:00
-0.14445555,2019-08-12 13:45:00+00:00
-0.14938611,2019-08-12 14:00:00+00:00
-0.1539,2019-08-12 14:15:00+00:00
-0.16148333,2019-08-12 14:30:00+00:00
-0.18138611,2019-08-12 14:45:00+00:00
-0.1679,2019-08-12 15:00:00+00:00
-0.16321944,2019-08-12 15:15:00+00:00
-0.15938611,2019-08-12 15:30:00+00:00
-0.1496361,2019-08-12 15:45:00+00:00
-0.15776111,2019-08-12 16:00:00+00:00
-0.1634,2019-08-12 16:15:00+00:00
-0.17045556,2019-08-12 16:30:00+00:00
-0.17034444,2019-08-12 16:45:00+00:00
-0.161775,2019-08-12 17:00:00+00:00
-0.15591389,2019-08-12 17:15:00+00:00
-0.15919167,2019-08-12 17:30:00+00:00
-0.15762222,2019-08-12 17:45:00+00:00
-0.15908055,2019-08-12 18:00:00+00:00
-0.1574,2019-08-12 18:15:00+00:00
-0.15412222,2019-08-12 18:30:00+00:00
-0.14910834,2019-08-12 18:45:00+00:00
-0.15338612,2019-08-12 19:00:00+00:00
-0.15328889,2019-08-12 19:15:00+00:00
-0.15634444,2019-08-12 19:30:00+00:00
-0.1563861,2019-08-12 19:45:00+00:00
-0.15510833,2019-08-12 20:00:00+00:00
-0.1535111,2019-08-12 20:15:00+00:00
-0.15208055,2019-08-12 20:30:00+00:00
-0.15361528,2019-08-12 20:45:00+00:00
-0.15415,2019-08-12 21:00:00+00:00
-0.15337223,2019-08-12 21:15:00+00:00
-0.15342778,2019-08-12 21:30:00+00:00
-0.15359445,2019-08-12 21:45:00+00:00
-0.152275,2019-08-12 22:00:00+00:00
-0.15424722,2019-08-12 22:15:00+00:00
-0.15331666,2019-08-12 22:30:00+00:00
-0.15041389,2019-08-12 22:45:00+00:00
-0.1480389,2019-08-12 23:00:00+00:00
-0.15660612,2019-08-13 00:00:00+00:00
-0.15655278,2019-08-13 00:15:00+00:00
-0.15234445,2019-08-13 00:30:00+00:00
-0.14691389,2019-08-13 00:45:00+00:00
-0.14276111,2019-08-13 01:00:00+00:00
-0.14495556,2019-08-13 01:15:00+00:00
-0.1398375,2019-08-13 01:30:00+00:00
-0.1403861,2019-08-13 01:45:00+00:00
-0.14570555,2019-08-13 02:00:00+00:00
-0.13091388,2019-08-13 02:15:00+00:00
-0.13381666,2019-08-13 02:30:00+00:00
-0.13106667,2019-08-13 02:45:00+00:00
-0.1299139,2019-08-13 03:00:00+00:00
-0.12921944,2019-08-13 03:15:00+00:00
-0.12476111,2019-08-13 03:30:00+00:00
-0.12101111,2019-08-13 03:45:00+00:00
-0.11896945,2019-08-13 04:00:00+00:00
-0.13631667,2019-08-13 04:15:00+00:00
-0.14374723,2019-08-13 04:30:00+00:00
-0.13473333,2019-08-13 04:45:00+00:00
-0.13796945,2019-08-13 05:00:00+00:00
-0.13088611,2019-08-13 05:15:00+00:00
-0.11751111,2019-08-13 05:30:00+00:00
-0.12610833,2019-08-13 05:45:00+00:00
-0.12589306,2019-08-13 06:00:00+00:00
-0.11438611,2019-08-13 06:15:00+00:00
-0.12109444,2019-08-13 06:30:00+00:00
-0.11149722,2019-08-13 06:45:00+00:00
-0.10553889,2019-08-13 07:00:00+00:00
-0.10762222,2019-08-13 07:15:00+00:00
-0.11974722,2019-08-13 07:30:00+00:00
-0.14006667,2019-08-13 07:45:00+00:00
-0.13471945,2019-08-13 08:00:00+00:00
-0.1295389,2019-08-13 08:15:00+00:00
-0.12791389,2019-08-13 08:30:00+00:00
-0.13030277,2019-08-13 08:45:00+00:00
-0.13860834,2019-08-13 09:00:00+00:00
-0.14587222,2019-08-13 09:15:00+00:00
-0.14965,2019-08-13 09:30:00+00:00
-0.14134444,2019-08-13 09:45:00+00:00
-0.14012222,2019-08-13 10:00:00+00:00
-0.14469166,2019-08-13 10:15:00+00:00
-0.15042777,2019-08-13 10:30:00+00:00
-0.14667778,2019-08-13 10:45:00+00:00
-0.14476112,2019-08-13 11:00:00+00:00
-0.1375875,2019-08-13 11:15:00+00:00
-0.12669167,2019-08-13 11:30:00+00:00
-0.1324,2019-08-13 11:45:00+00:00
-0.13781667,2019-08-13 12:00:00+00:00
-0.14244166,2019-08-13 12:15:00+00:00
-0.13524722,2019-08-13 12:30:00+00:00
-0.12774722,2019-08-13 12:45:00+00:00
-0.12851112,2019-08-13 13:00:00+00:00
-0.11119167,2019-08-13 13:15:00+00:00
